order_id,order_date,customer_id,product_id,quantity,unit_price,discount_pct,sales_amount,channel,payment_method,shipping_priority
6058,2024-04-27 14:00:00,60,218,224,45.81,0,10261.44,Distributor,Invoice,Express
6059,2024-03-30 18:00:00,393,46,299,18.59,10,5002.57,Key Account,Credit Card,Express
6060,2024-10-21 02:00:00,389,11,259,12.12,5,2982.13,Online,Bank Transfer,Standard
6061,2024-02-14 10:00:00,211,36,201,16.51,10,2986.66,Online,Invoice,Express
6062,2024-11-05 18:00:00,208,33,211,36.44,5,7304.4,Distributor,Credit Card,Express
6063,2024-07-17 08:00:00,83,38,135,49.39,10,6000.89,Online,Invoice,Express
6064,2024-07-19 20:00:00,73,281,7,43.99,10,277.14,Distributor,Invoice,Express
6065,2024-02-10 03:00:00,86,73,82,40.32,5,3140.93,Online,Invoice,Express
6066,2024-01-25 17:00:00,123,146,285,8.4,5,2274.3,Distributor,Invoice,Standard
6067,2024-04-19 11:00:00,385,123,116,20.38,0,2364.08,Online,Bank Transfer,Express
6068,2024-07-26 18:00:00,187,266,101,21.52,5,2064.84,Key Account,Invoice,Standard
6069,2024-12-11 03:00:00,294,112,275,8.21,0,2257.75,Key Account,Credit Card,Express
6070,2024-09-06 08:00:00,389,64,106,18.54,10,1768.72,Online,Bank Transfer,Express
6071,2024-03-24 00:00:00,188,183,223,49.93,0,11134.39,Online,Bank Transfer,Express
6072,2024-06-05 13:00:00,44,97,149,12.96,0,1931.04,Distributor,Credit Card,Standard
6073,2024-07-16 13:00:00,86,19,288,20.33,0,5855.04,Distributor,Bank Transfer,Standard
6074,2024-03-16 10:00:00,111,90,106,9.79,0,1037.74,Online,Bank Transfer,Standard
6075,2024-03-17 15:00:00,403,201,137,23.49,5,3057.22,Distributor,Bank Transfer,Standard
6076,2024-07-02 07:00:00,82,256,123,19.54,0,2403.42,Distributor,Invoice,Standard
6077,2024-10-19 16:00:00,51,189,186,49.21,5,8695.41,Distributor,Credit Card,Express
6078,2024-11-04 09:00:00,376,129,181,21.82,10,3554.48,Distributor,Invoice,Express
6079,2024-09-06 16:00:00,318,105,36,11.4,5,389.88,Online,Credit Card,Standard
6080,2024-10-30 22:00:00,312,27,41,33.96,10,1253.12,Key Account,Bank Transfer,Express
6081,2024-09-27 04:00:00,17,262,208,43.13,0,8971.04,Distributor,Invoice,Standard
6082,2024-10-31 08:00:00,24,283,281,30.58,10,7733.68,Key Account,Bank Transfer,Standard
6083,2024-01-11 18:00:00,187,116,361,15.84,0,5718.24,Key Account,Bank Transfer,Express
6084,2024-09-02 16:00:00,223,51,21,40.01,0,840.21,Online,Credit Card,Standard
6085,2024-06-04 09:00:00,199,175,70,29.99,10,1889.37,Distributor,Invoice,Express
6086,2024-01-20 13:00:00,371,48,337,11.62,0,3915.94,Distributor,Invoice,Standard
6087,2024-08-30 06:00:00,371,266,192,21.52,0,4131.84,Online,Credit Card,Express
6088,2024-11-18 07:00:00,294,272,353,19.21,0,6781.13,Online,Credit Card,Express
6089,2024-01-12 06:00:00,294,264,400,25.92,0,10368.0,Key Account,Bank Transfer,Express
6090,2024-06-13 18:00:00,383,80,287,17.07,10,4409.18,Online,Bank Transfer,Express
6091,2024-01-06 09:00:00,265,213,93,69.9,0,6500.7,Key Account,Bank Transfer,Express
6092,2024-10-13 04:00:00,243,78,78,25.32,0,1974.96,Distributor,Credit Card,Standard
6093,2024-12-15 18:00:00,270,274,162,42.94,5,6608.47,Distributor,Invoice,Standard
6094,2024-08-03 22:00:00,251,89,184,13.07,5,2284.64,Distributor,Invoice,Standard
6095,2024-02-05 15:00:00,7,214,68,41.83,0,2844.44,Distributor,Invoice,Standard
6096,2024-01-10 13:00:00,180,102,103,14.7,5,1438.39,Online,Credit Card,Express
6097,2024-06-07 23:00:00,467,137,52,12.09,10,565.81,Online,Credit Card,Express
6098,2024-02-23 12:00:00,317,249,43,35.5,0,1526.5,Distributor,Credit Card,Standard
6099,2024-02-20 01:00:00,172,113,280,27.01,0,7562.8,Online,Credit Card,Express
6100,2024-06-13 17:00:00,317,107,233,7.56,0,1761.48,Online,Credit Card,Express
6101,2024-05-08 23:00:00,82,61,8,34.14,5,259.46,Key Account,Invoice,Express
6102,2024-11-21 17:00:00,198,44,72,22.63,0,1629.36,Distributor,Credit Card,Express
6103,2024-05-24 14:00:00,159,127,38,22.09,5,797.45,Key Account,Bank Transfer,Express
6104,2024-08-07 02:00:00,334,213,389,69.9,10,24471.99,Key Account,Credit Card,Standard
6105,2024-09-04 21:00:00,387,133,30,23.65,5,674.02,Distributor,Credit Card,Express
6106,2024-03-26 21:00:00,311,259,96,34.08,5,3108.1,Distributor,Invoice,Express
6107,2024-11-17 12:00:00,402,265,5,32.13,10,144.59,Online,Credit Card,Express
6108,2024-11-27 13:00:00,159,147,235,24.78,0,5823.3,Distributor,Credit Card,Express
6109,2024-06-19 12:00:00,268,153,312,8.88,10,2493.5,Key Account,Bank Transfer,Standard
6110,2024-08-05 23:00:00,24,138,335,10.59,0,3547.65,Online,Bank Transfer,Express
6111,2024-05-31 16:00:00,391,203,175,45.87,0,8027.25,Distributor,Invoice,Standard
6112,2024-06-15 13:00:00,486,191,334,37.36,10,11230.42,Distributor,Bank Transfer,Standard
6113,2024-10-05 12:00:00,322,41,242,16.84,10,3667.75,Key Account,Bank Transfer,Standard
6114,2024-08-22 02:00:00,402,162,269,21.88,10,5297.15,Key Account,Bank Transfer,Express
6115,2024-08-12 17:00:00,256,78,20,25.32,0,506.4,Online,Credit Card,Standard
6116,2024-06-06 12:00:00,362,92,182,27.54,0,5012.28,Online,Bank Transfer,Express
6117,2024-07-20 06:00:00,348,116,297,15.84,5,4469.26,Online,Bank Transfer,Standard
6118,2024-11-21 12:00:00,173,85,81,6.06,0,490.86,Online,Credit Card,Express
6119,2024-09-06 14:00:00,405,100,276,8.26,0,2279.76,Distributor,Invoice,Standard
6120,2024-03-03 05:00:00,292,92,350,27.54,0,9639.0,Online,Bank Transfer,Standard
6121,2024-05-25 15:00:00,380,258,391,29.94,0,11706.54,Distributor,Credit Card,Standard
6122,2024-09-02 13:00:00,201,267,168,41.73,0,7010.64,Online,Invoice,Standard
6123,2024-07-31 20:00:00,36,279,73,18.43,10,1210.85,Online,Bank Transfer,Express
6124,2024-01-22 11:00:00,35,110,18,29.99,0,539.82,Online,Credit Card,Standard
6125,2024-07-13 12:00:00,368,165,7,6.51,0,45.57,Online,Bank Transfer,Standard
6126,2024-12-24 02:00:00,495,268,67,31.13,0,2085.71,Key Account,Invoice,Standard
6127,2024-09-30 15:00:00,268,176,95,67.71,5,6110.83,Distributor,Bank Transfer,Express
6128,2024-11-27 05:00:00,291,217,67,45.89,10,2767.17,Distributor,Invoice,Standard
6129,2024-06-13 12:00:00,173,264,47,25.92,5,1157.33,Distributor,Invoice,Express
6130,2024-04-23 00:00:00,342,82,358,18.62,10,5999.36,Distributor,Credit Card,Express
6131,2024-02-19 12:00:00,57,208,319,26.68,5,8085.37,Online,Invoice,Standard
6132,2024-01-26 14:00:00,259,68,255,46.35,10,10637.33,Key Account,Credit Card,Express
6133,2024-11-14 21:00:00,12,240,285,19.75,0,5628.75,Key Account,Invoice,Standard
6134,2024-03-21 15:00:00,347,169,310,22.34,5,6579.13,Key Account,Invoice,Standard
6135,2024-12-23 12:00:00,8,100,8,8.26,0,66.08,Online,Bank Transfer,Standard
6136,2024-05-12 14:00:00,458,290,137,23.56,5,3066.33,Distributor,Credit Card,Standard
6137,2024-02-17 16:00:00,83,25,308,33.4,10,9258.48,Key Account,Invoice,Standard
6138,2024-08-12 09:00:00,377,79,304,18.37,10,5026.03,Distributor,Bank Transfer,Express
6139,2024-03-04 10:00:00,91,4,153,43.85,0,6709.05,Online,Credit Card,Express
6140,2024-05-26 23:00:00,355,205,277,48.25,0,13365.25,Key Account,Credit Card,Standard
6141,2024-01-10 10:00:00,274,261,359,30.31,0,10881.29,Key Account,Bank Transfer,Standard
6142,2024-08-06 20:00:00,161,77,70,23.57,10,1484.91,Key Account,Bank Transfer,Express
6143,2024-05-09 04:00:00,172,196,290,49.21,0,14270.9,Key Account,Credit Card,Standard
6144,2024-04-28 21:00:00,211,20,59,32.09,5,1798.64,Online,Invoice,Express
6145,2024-02-27 18:00:00,30,73,157,40.32,5,6013.73,Online,Invoice,Standard
6146,2024-05-15 03:00:00,403,198,249,24.0,10,5378.4,Key Account,Invoice,Standard
6147,2024-07-21 09:00:00,441,211,250,55.6,5,13205.0,Online,Bank Transfer,Express
6148,2024-05-30 11:00:00,366,297,5,20.42,10,91.89,Distributor,Bank Transfer,Express
6149,2024-02-01 16:00:00,211,147,161,24.78,0,3989.58,Distributor,Bank Transfer,Express
6150,2024-06-30 14:00:00,18,204,138,26.69,0,3683.22,Online,Bank Transfer,Express
6151,2024-12-17 14:00:00,370,210,241,41.03,0,9888.23,Online,Credit Card,Express
6152,2024-01-23 10:00:00,121,158,38,17.23,5,622.0,Distributor,Bank Transfer,Express
6153,2024-07-09 17:00:00,267,136,285,12.1,10,3103.65,Online,Credit Card,Standard
6154,2024-08-28 09:00:00,489,229,197,43.26,10,7670.0,Online,Invoice,Express
6155,2024-09-11 22:00:00,451,226,57,15.45,5,836.62,Distributor,Credit Card,Standard
6156,2024-12-06 23:00:00,206,28,48,25.57,0,1227.36,Online,Bank Transfer,Standard
6157,2024-01-29 08:00:00,398,68,227,46.35,5,9995.38,Key Account,Invoice,Express
6158,2024-07-13 13:00:00,122,195,116,28.43,5,3132.99,Online,Invoice,Standard
6159,2024-11-17 14:00:00,344,143,226,20.07,10,4082.24,Key Account,Credit Card,Standard
6160,2024-12-02 09:00:00,88,269,398,24.35,5,9206.74,Distributor,Invoice,Standard
6161,2024-01-29 17:00:00,164,227,203,32.62,0,6621.86,Distributor,Bank Transfer,Standard
6162,2024-10-31 18:00:00,106,142,119,23.06,5,2606.93,Distributor,Bank Transfer,Standard
6163,2024-02-17 18:00:00,453,81,15,15.1,10,203.85,Online,Invoice,Standard
6164,2024-08-08 15:00:00,176,80,399,17.07,5,6470.38,Online,Credit Card,Standard
6165,2024-11-08 06:00:00,369,252,50,21.61,10,972.45,Online,Bank Transfer,Standard
6166,2024-09-04 03:00:00,185,71,259,13.99,0,3623.41,Online,Credit Card,Standard
6167,2024-03-18 23:00:00,32,13,120,35.85,0,4302.0,Key Account,Invoice,Express
6168,2024-01-13 08:00:00,211,114,319,28.1,5,8515.7,Key Account,Invoice,Standard
6169,2024-10-14 08:00:00,384,205,198,48.25,0,9553.5,Online,Credit Card,Express
6170,2024-04-01 13:00:00,478,238,398,22.88,0,9106.24,Distributor,Bank Transfer,Standard
6171,2024-08-18 11:00:00,224,5,243,14.81,5,3418.89,Online,Invoice,Express
6172,2024-04-15 18:00:00,256,119,350,9.12,0,3192.0,Online,Bank Transfer,Standard
6173,2024-06-12 19:00:00,290,104,59,15.78,0,931.02,Online,Invoice,Standard
6174,2024-11-28 03:00:00,328,251,168,35.77,5,5708.89,Online,Credit Card,Express
6175,2024-12-12 11:00:00,127,258,124,29.94,0,3712.56,Key Account,Credit Card,Express
6176,2024-01-31 14:00:00,311,83,234,28.18,5,6264.41,Distributor,Invoice,Express
6177,2024-06-04 10:00:00,85,47,97,23.41,0,2270.77,Online,Bank Transfer,Standard
6178,2024-02-20 16:00:00,91,44,388,22.63,0,8780.44,Key Account,Invoice,Express
6179,2024-02-26 08:00:00,462,170,187,40.24,5,7148.64,Distributor,Invoice,Express
6180,2024-05-23 10:00:00,261,51,254,40.01,0,10162.54,Distributor,Invoice,Express
6181,2024-02-05 13:00:00,171,16,262,27.72,10,6536.38,Online,Bank Transfer,Express
6182,2024-08-31 07:00:00,220,120,84,29.8,0,2503.2,Key Account,Invoice,Express
6183,2024-11-21 17:00:00,265,8,182,49.14,10,8049.13,Online,Bank Transfer,Express
6184,2024-03-24 14:00:00,363,148,366,25.89,0,9475.74,Key Account,Invoice,Express
6185,2024-03-14 15:00:00,101,258,29,29.94,0,868.26,Online,Invoice,Express
6186,2024-02-18 12:00:00,480,181,108,66.39,10,6453.11,Online,Credit Card,Standard
6187,2024-07-06 09:00:00,153,9,309,19.76,5,5800.55,Online,Bank Transfer,Express
6188,2024-07-09 00:00:00,333,155,175,7.79,0,1363.25,Online,Credit Card,Express
6189,2024-01-06 12:00:00,384,182,363,64.24,5,22153.16,Online,Invoice,Express
6190,2024-07-27 05:00:00,135,172,6,33.82,5,192.77,Distributor,Credit Card,Standard
6191,2024-03-02 16:00:00,421,222,356,27.37,10,8769.35,Online,Credit Card,Standard
6192,2024-04-26 08:00:00,377,221,116,30.73,10,3208.21,Online,Credit Card,Express
6193,2024-09-05 15:00:00,150,156,83,5.06,0,419.98,Online,Bank Transfer,Express
6194,2024-02-26 17:00:00,150,209,367,67.03,0,24600.01,Key Account,Invoice,Express
6195,2024-08-01 12:00:00,274,69,100,19.39,5,1842.05,Online,Invoice,Express
6196,2024-06-03 20:00:00,352,173,40,58.45,0,2338.0,Key Account,Invoice,Standard
6197,2024-12-16 11:00:00,382,111,160,13.59,10,1956.96,Distributor,Bank Transfer,Standard
6198,2024-08-30 21:00:00,253,250,153,21.46,0,3283.38,Key Account,Invoice,Express
6199,2024-01-05 16:00:00,240,20,28,32.09,10,808.67,Online,Invoice,Express
6200,2024-11-01 08:00:00,186,122,55,28.37,0,1560.35,Online,Invoice,Standard
6201,2024-12-18 14:00:00,366,60,209,31.67,0,6619.03,Distributor,Bank Transfer,Standard
6202,2024-07-18 04:00:00,341,98,224,17.88,0,4005.12,Online,Invoice,Standard
6203,2024-09-03 00:00:00,498,33,231,36.44,0,8417.64,Key Account,Invoice,Standard
6204,2024-11-26 20:00:00,136,12,293,40.45,0,11851.85,Key Account,Invoice,Standard
6205,2024-11-03 14:00:00,34,93,105,25.31,0,2657.55,Key Account,Invoice,Standard
6206,2024-05-15 08:00:00,30,38,164,49.39,10,7289.96,Distributor,Invoice,Express
6207,2024-03-31 10:00:00,266,274,393,42.94,10,15187.88,Key Account,Credit Card,Express
6208,2024-12-08 01:00:00,175,21,232,26.56,5,5853.82,Key Account,Credit Card,Standard
6209,2024-12-21 10:00:00,130,244,347,22.15,0,7686.05,Online,Invoice,Express
6210,2024-08-05 20:00:00,457,257,207,16.5,5,3244.72,Key Account,Bank Transfer,Standard
6211,2024-12-21 15:00:00,110,162,351,21.88,0,7679.88,Key Account,Bank Transfer,Standard
6212,2024-11-08 08:00:00,94,227,56,32.62,10,1644.05,Key Account,Invoice,Standard
6213,2024-07-14 15:00:00,181,235,399,31.41,0,12532.59,Online,Bank Transfer,Express
6214,2024-03-30 11:00:00,22,11,297,12.12,0,3599.64,Distributor,Invoice,Standard
6215,2024-01-02 22:00:00,299,70,293,28.16,0,8250.88,Key Account,Invoice,Express
6216,2024-07-26 04:00:00,265,9,279,19.76,0,5513.04,Distributor,Credit Card,Standard
6217,2024-01-16 09:00:00,109,233,302,38.42,10,10442.56,Key Account,Bank Transfer,Standard
6218,2024-07-22 03:00:00,257,16,165,27.72,0,4573.8,Distributor,Bank Transfer,Standard
6219,2024-11-29 17:00:00,251,174,295,25.62,10,6802.11,Distributor,Credit Card,Express
6220,2024-07-01 14:00:00,327,234,154,23.88,5,3493.64,Key Account,Bank Transfer,Express
6221,2024-08-15 18:00:00,35,152,2,28.76,0,57.52,Key Account,Credit Card,Standard
6222,2024-01-12 14:00:00,224,117,168,21.84,0,3669.12,Key Account,Credit Card,Standard
6223,2024-11-10 07:00:00,471,150,316,17.02,0,5378.32,Online,Bank Transfer,Express
6224,2024-06-09 15:00:00,177,200,383,58.37,0,22355.71,Key Account,Credit Card,Express
6225,2024-02-04 17:00:00,426,6,18,21.77,0,391.86,Online,Invoice,Standard
6226,2024-06-30 18:00:00,475,100,70,8.26,10,520.38,Online,Bank Transfer,Standard
6227,2024-06-25 16:00:00,417,90,249,9.79,0,2437.71,Key Account,Invoice,Standard
6228,2024-05-25 20:00:00,29,212,144,50.87,10,6592.75,Distributor,Credit Card,Express
6229,2024-11-29 12:00:00,476,19,80,20.33,0,1626.4,Distributor,Invoice,Standard
6230,2024-06-13 18:00:00,155,263,66,29.35,0,1937.1,Online,Invoice,Express
6231,2024-08-08 20:00:00,166,55,368,14.98,0,5512.64,Key Account,Bank Transfer,Standard
6232,2024-01-13 17:00:00,499,135,172,25.04,0,4306.88,Key Account,Credit Card,Standard
6233,2024-11-25 14:00:00,212,289,26,34.79,10,814.09,Distributor,Invoice,Standard
6234,2024-05-01 09:00:00,160,24,66,18.59,10,1104.25,Online,Invoice,Express
6235,2024-02-08 15:00:00,422,261,291,30.31,0,8820.21,Online,Bank Transfer,Standard
6236,2024-10-18 06:00:00,375,273,252,25.03,5,5992.18,Key Account,Bank Transfer,Standard
6237,2024-06-20 08:00:00,294,209,184,67.03,0,12333.52,Key Account,Invoice,Standard
6238,2024-11-07 12:00:00,40,254,203,44.75,10,8175.82,Key Account,Credit Card,Standard
6239,2024-02-08 12:00:00,453,81,148,15.1,10,2011.32,Distributor,Credit Card,Express
6240,2024-01-01 08:00:00,320,207,242,39.49,0,9556.58,Key Account,Bank Transfer,Express
6241,2024-07-29 12:00:00,121,121,139,10.37,10,1297.29,Online,Credit Card,Express
6242,2024-12-11 11:00:00,334,179,129,47.78,0,6163.62,Key Account,Credit Card,Express
6243,2024-08-16 10:00:00,18,58,253,15.68,0,3967.04,Key Account,Credit Card,Standard
6244,2024-06-01 16:00:00,343,147,124,24.78,10,2765.45,Online,Bank Transfer,Express
6245,2024-05-14 08:00:00,144,268,188,31.13,5,5559.82,Online,Invoice,Express
6246,2024-08-17 14:00:00,343,43,368,31.85,5,11134.76,Online,Credit Card,Standard
6247,2024-11-06 17:00:00,203,255,332,24.97,10,7461.04,Distributor,Credit Card,Standard
6248,2024-03-07 11:00:00,474,140,295,24.61,0,7259.95,Distributor,Credit Card,Standard
6249,2024-10-28 16:00:00,374,172,301,33.82,5,9670.83,Distributor,Invoice,Standard
6250,2024-03-16 16:00:00,127,11,317,12.12,10,3457.84,Key Account,Credit Card,Standard
6251,2024-07-03 13:00:00,71,177,283,62.3,0,17630.9,Online,Credit Card,Express
6252,2024-02-06 09:00:00,441,58,249,15.68,5,3709.1,Key Account,Invoice,Express
6253,2024-03-08 10:00:00,449,65,98,26.33,10,2322.31,Key Account,Credit Card,Standard
6254,2024-07-28 21:00:00,84,147,112,24.78,5,2636.59,Online,Invoice,Express
6255,2024-02-12 12:00:00,378,255,23,24.97,10,516.88,Key Account,Credit Card,Express
6256,2024-08-17 22:00:00,461,21,227,26.56,0,6029.12,Distributor,Bank Transfer,Standard
6257,2024-04-29 15:00:00,287,231,175,33.32,10,5247.9,Key Account,Bank Transfer,Express
6258,2024-03-22 09:00:00,286,48,7,11.62,5,77.27,Online,Bank Transfer,Standard
6259,2024-01-30 07:00:00,143,188,173,56.4,0,9757.2,Distributor,Credit Card,Express
6260,2024-07-21 13:00:00,496,15,235,43.63,5,9740.4,Distributor,Credit Card,Express
6261,2024-01-02 00:00:00,40,185,229,58.81,10,12120.74,Online,Credit Card,Standard
6262,2024-08-12 17:00:00,180,269,250,24.35,5,5783.12,Distributor,Invoice,Express
6263,2024-02-08 09:00:00,126,179,157,47.78,0,7501.46,Online,Invoice,Standard
6264,2024-07-09 07:00:00,461,83,390,28.18,5,10440.69,Key Account,Credit Card,Express
6265,2024-01-07 01:00:00,345,136,113,12.1,0,1367.3,Online,Credit Card,Express
6266,2024-07-26 04:00:00,237,263,116,29.35,0,3404.6,Distributor,Invoice,Standard
6267,2024-12-23 18:00:00,103,261,87,30.31,0,2636.97,Key Account,Bank Transfer,Express
6268,2024-10-21 00:00:00,398,129,291,21.82,5,6032.14,Key Account,Bank Transfer,Standard
6269,2024-06-16 17:00:00,176,84,217,20.84,0,4522.28,Key Account,Bank Transfer,Standard
6270,2024-06-13 16:00:00,373,154,103,21.38,0,2202.14,Key Account,Bank Transfer,Standard
6271,2024-05-09 15:00:00,424,132,363,25.05,5,8638.49,Key Account,Bank Transfer,Standard
6272,2024-11-11 20:00:00,233,206,263,24.36,10,5766.01,Distributor,Credit Card,Standard
6273,2024-01-26 06:00:00,235,268,221,31.13,0,6879.73,Distributor,Credit Card,Express
6274,2024-05-15 11:00:00,464,257,249,16.5,0,4108.5,Key Account,Bank Transfer,Express
6275,2024-04-30 08:00:00,212,120,131,29.8,0,3903.8,Distributor,Credit Card,Express
6276,2024-09-04 01:00:00,8,284,355,21.38,5,7210.4,Key Account,Bank Transfer,Express
6277,2024-01-04 11:00:00,102,234,30,23.88,0,716.4,Key Account,Credit Card,Standard
6278,2024-09-03 09:00:00,454,20,24,32.09,10,693.14,Distributor,Credit Card,Standard
6279,2024-01-25 01:00:00,346,133,29,23.65,0,685.85,Key Account,Bank Transfer,Standard
6280,2024-05-13 15:00:00,212,11,315,12.12,0,3817.8,Online,Credit Card,Express
6281,2024-02-03 12:00:00,426,63,286,34.42,10,8859.71,Online,Credit Card,Standard
6282,2024-06-04 06:00:00,296,96,304,23.35,0,7098.4,Distributor,Invoice,Standard
6283,2024-09-28 23:00:00,404,135,136,25.04,10,3064.9,Online,Invoice,Express
6284,2024-01-01 18:00:00,109,246,71,34.02,0,2415.42,Online,Invoice,Express
6285,2024-05-09 19:00:00,162,52,67,15.79,5,1005.03,Online,Invoice,Express
6286,2024-05-18 17:00:00,190,223,258,32.48,0,8379.84,Distributor,Credit Card,Express
6287,2024-11-30 15:00:00,429,225,279,35.65,0,9946.35,Distributor,Bank Transfer,Standard
6288,2024-06-18 15:00:00,339,143,62,20.07,0,1244.34,Online,Credit Card,Standard
6289,2024-03-31 15:00:00,22,273,30,25.03,10,675.81,Online,Credit Card,Express
6290,2024-07-16 03:00:00,270,292,335,28.89,5,9194.24,Distributor,Invoice,Express
6291,2024-04-20 13:00:00,107,60,300,31.67,0,9501.0,Online,Bank Transfer,Standard
6292,2024-11-24 17:00:00,85,150,262,17.02,0,4459.24,Online,Credit Card,Express
6293,2024-08-01 10:00:00,14,211,5,55.6,5,264.1,Key Account,Invoice,Standard
6294,2024-04-10 14:00:00,81,288,19,43.85,0,833.15,Distributor,Bank Transfer,Standard
6295,2024-03-12 04:00:00,437,214,235,41.83,0,9830.05,Online,Bank Transfer,Standard
6296,2024-08-27 00:00:00,41,131,213,11.45,5,2316.91,Key Account,Bank Transfer,Express
6297,2024-05-03 12:00:00,439,281,297,43.99,10,11758.53,Online,Invoice,Standard
6298,2024-05-05 16:00:00,104,261,378,30.31,0,11457.18,Key Account,Bank Transfer,Standard
6299,2024-03-31 02:00:00,101,65,44,26.33,0,1158.52,Distributor,Invoice,Express
6300,2024-06-13 03:00:00,105,106,349,26.97,0,9412.53,Distributor,Bank Transfer,Standard
6301,2024-05-19 18:00:00,366,152,142,28.76,0,4083.92,Online,Credit Card,Express
6302,2024-05-24 11:00:00,324,15,371,43.63,5,15377.39,Online,Bank Transfer,Express
6303,2024-04-13 15:00:00,99,239,286,38.51,5,10463.17,Distributor,Credit Card,Standard
6304,2024-09-08 14:00:00,311,93,136,25.31,0,3442.16,Key Account,Credit Card,Express
6305,2024-01-27 22:00:00,110,72,12,11.47,10,123.88,Online,Invoice,Standard
6306,2024-01-27 15:00:00,460,44,24,22.63,0,543.12,Online,Bank Transfer,Express
6307,2024-07-31 03:00:00,315,62,308,13.66,10,3786.55,Key Account,Bank Transfer,Express
6308,2024-02-22 08:00:00,236,18,34,19.57,5,632.11,Key Account,Invoice,Express
6309,2024-05-06 10:00:00,330,194,366,65.24,10,21490.06,Online,Credit Card,Express
6310,2024-12-18 14:00:00,248,230,135,22.05,0,2976.75,Key Account,Invoice,Standard
6311,2024-12-30 13:00:00,97,238,58,22.88,0,1327.04,Key Account,Bank Transfer,Express
6312,2024-03-14 19:00:00,499,233,128,38.42,0,4917.76,Key Account,Bank Transfer,Standard
6313,2024-09-02 14:00:00,489,61,78,34.14,0,2662.92,Key Account,Invoice,Express
6314,2024-11-28 10:00:00,449,57,218,40.78,10,8001.04,Online,Bank Transfer,Express
6315,2024-04-02 18:00:00,114,175,153,29.99,0,4588.47,Key Account,Bank Transfer,Express
6316,2024-08-11 16:00:00,344,38,116,49.39,0,5729.24,Online,Bank Transfer,Express
6317,2024-01-12 02:00:00,356,69,146,19.39,0,2830.94,Online,Invoice,Express
6318,2024-09-27 00:00:00,429,51,270,40.01,0,10802.7,Distributor,Invoice,Standard
6319,2024-03-12 09:00:00,471,247,253,26.75,10,6090.98,Key Account,Invoice,Standard
6320,2024-11-23 00:00:00,397,166,390,35.73,0,13934.7,Distributor,Credit Card,Express
6321,2024-10-27 00:00:00,339,35,225,47.99,5,10257.86,Distributor,Credit Card,Standard
6322,2024-04-22 14:00:00,295,47,115,23.41,0,2692.15,Key Account,Credit Card,Express
6323,2024-09-05 07:00:00,449,112,266,8.21,5,2074.67,Key Account,Invoice,Standard
6324,2024-01-30 13:00:00,332,110,360,29.99,10,9716.76,Key Account,Bank Transfer,Standard
6325,2024-06-14 00:00:00,100,47,134,23.41,0,3136.94,Key Account,Bank Transfer,Standard
6326,2024-05-13 15:00:00,354,147,130,24.78,5,3060.33,Key Account,Invoice,Express
6327,2024-01-05 13:00:00,346,112,350,8.21,0,2873.5,Distributor,Bank Transfer,Standard
6328,2024-01-14 15:00:00,156,259,119,34.08,0,4055.52,Key Account,Credit Card,Standard
6329,2024-08-03 23:00:00,204,103,86,24.87,0,2138.82,Online,Bank Transfer,Express
6330,2024-05-13 00:00:00,148,218,229,45.81,0,10490.49,Online,Bank Transfer,Express
6331,2024-07-24 14:00:00,390,199,237,38.54,0,9133.98,Key Account,Invoice,Standard
6332,2024-04-18 04:00:00,345,238,91,22.88,0,2082.08,Key Account,Invoice,Express
6333,2024-12-11 18:00:00,495,272,195,19.21,5,3558.65,Online,Credit Card,Express
6334,2024-12-27 17:00:00,170,184,208,68.42,5,13519.79,Distributor,Invoice,Standard
6335,2024-11-05 21:00:00,80,104,126,15.78,5,1888.87,Online,Bank Transfer,Express
6336,2024-01-07 05:00:00,288,24,154,18.59,5,2719.72,Key Account,Bank Transfer,Express
6337,2024-04-24 15:00:00,395,234,93,23.88,5,2109.8,Distributor,Invoice,Express
6338,2024-10-28 00:00:00,87,157,209,12.7,0,2654.3,Distributor,Invoice,Express
6339,2024-03-04 22:00:00,462,61,340,34.14,5,11027.22,Key Account,Credit Card,Standard
6340,2024-05-17 16:00:00,37,98,222,17.88,5,3770.89,Online,Bank Transfer,Express
6341,2024-12-09 18:00:00,448,93,84,25.31,10,1913.44,Online,Bank Transfer,Standard
6342,2024-03-04 09:00:00,452,158,267,17.23,0,4600.41,Online,Bank Transfer,Standard
6343,2024-12-17 09:00:00,130,12,23,40.45,10,837.32,Distributor,Bank Transfer,Standard
6344,2024-04-05 08:00:00,437,265,197,32.13,0,6329.61,Key Account,Invoice,Express
6345,2024-11-14 05:00:00,471,174,172,25.62,0,4406.64,Distributor,Bank Transfer,Standard
6346,2024-03-11 18:00:00,163,31,35,12.13,5,403.32,Key Account,Invoice,Standard
6347,2024-03-09 17:00:00,418,222,365,27.37,0,9990.05,Distributor,Bank Transfer,Express
6348,2024-06-23 18:00:00,113,184,250,68.42,5,16249.75,Key Account,Bank Transfer,Standard
6349,2024-01-15 17:00:00,347,299,15,31.13,5,443.6,Key Account,Credit Card,Express
6350,2024-02-11 21:00:00,378,261,4,30.31,5,115.18,Distributor,Invoice,Express
6351,2024-03-21 18:00:00,446,76,203,26.09,10,4766.64,Distributor,Bank Transfer,Express
6352,2024-05-27 15:00:00,231,281,92,43.99,0,4047.08,Key Account,Bank Transfer,Express
6353,2024-10-06 15:00:00,201,287,362,41.5,0,15023.0,Online,Credit Card,Standard
